Period Start,Period end,Time open,Time close,Price open,Price close,Price low,Price high,Volume traded,Trades count
2019-08-08T03:00:00.0000000Z,2019-08-08T04:00:00.0000000Z,2019-08-08T03:00:53.7440000Z,2019-08-08T03:59:52.1930000Z,91.4,91.26,90.84,91.61,283.57808175,28
2019-08-08T04:00:00.0000000Z,2019-08-08T05:00:00.0000000Z,2019-08-08T04:00:12.7340000Z,2019-08-08T04:52:57.3460000Z,91.25,90.67,90.04,91.25,971.19664908,38
2019-08-08T05:00:00.0000000Z,2019-08-08T06:00:00.0000000Z,2019-08-08T05:03:16.6800000Z,2019-08-08T05:45:33.9790000Z,90.37,90.39,89.92,90.58,305.50399486,30
2019-08-08T06:00:00.0000000Z,2019-08-08T07:00:00.0000000Z,2019-08-08T06:01:20.4890000Z,2019-08-08T06:50:06.7310000Z,90.16,89.43,88.96,90.27,1320.3056494,76
2019-08-08T07:00:00.0000000Z,2019-08-08T08:00:00.0000000Z,2019-08-08T07:05:24.3410000Z,2019-08-08T07:59:33.9010000Z,89.92,90.23,89.13,90.26,2611.00070593,64
2019-08-08T08:00:00.0000000Z,2019-08-08T09:00:00.0000000Z,2019-08-08T08:00:14.0350000Z,2019-08-08T08:54:01.4380000Z,90.1,90.23,89.65,90.61,964.1937778,70
2019-08-08T09:00:00.0000000Z,2019-08-08T10:00:00.0000000Z,2019-08-08T09:01:48.2560000Z,2019-08-08T09:50:00.3160000Z,90.5,90.2,90.0,91.13,1154.85462067,50
2019-08-08T10:00:00.0000000Z,2019-08-08T11:00:00.0000000Z,2019-08-08T10:00:47.5300000Z,2019-08-08T10:59:15.4050000Z,90.14,89.91,89.6,90.14,872.55572997,52
2019-08-08T11:00:00.0000000Z,2019-08-08T12:00:00.0000000Z,2019-08-08T11:00:38.6990000Z,2019-08-08T11:59:54.8250000Z,89.7,89.31,89.31,90.14,450.20822153,41
2019-08-08T12:00:00.0000000Z,2019-08-08T13:00:00.0000000Z,2019-08-08T12:00:01.6900000Z,2019-08-08T12:56:03.4940000Z,89.47,89.66,89.07,90.08,1165.9368802,83
2019-08-08T13:00:00.0000000Z,2019-08-08T14:00:00.0000000Z,2019-08-08T13:07:33.0100000Z,2019-08-08T13:59:45.4280000Z,89.75,88.21,87.87,89.75,2412.9158149,205
2019-08-08T14:00:00.0000000Z,2019-08-08T15:00:00.0000000Z,2019-08-08T14:00:24.8680000Z,2019-08-08T14:57:26.4780000Z,88.14,88.81,87.79,88.99,6242.20195633,148
2019-08-08T15:00:00.0000000Z,2019-08-08T16:00:00.0000000Z,2019-08-08T15:02:18.1290000Z,2019-08-08T15:59:27.3630000Z,88.5,88.24,88.24,89.05,347.22429477,44
2019-08-08T16:00:00.0000000Z,2019-08-08T17:00:00.0000000Z,2019-08-08T16:00:05.1380000Z,2019-08-08T16:58:37.0490000Z,88.5,89.51,88.08,89.65,2504.41667324,90
2019-08-08T17:00:00.0000000Z,2019-08-08T18:00:00.0000000Z,2019-08-08T17:00:13.4560000Z,2019-08-08T17:59:48.2780000Z,89.56,90.06,88.52,90.12,3386.93985787,191
2019-08-08T18:00:00.0000000Z,2019-08-08T19:00:00.0000000Z,2019-08-08T18:00:47.9670000Z,2019-08-08T18:48:05.4970000Z,89.9,90.04,89.52,90.84,2245.01443187,107
2019-08-08T19:00:00.0000000Z,2019-08-08T20:00:00.0000000Z,2019-08-08T19:00:11.7050000Z,2019-08-08T19:59:09.8650000Z,90.12,88.87,88.87,90.2,1336.97878578,76
2019-08-08T20:00:00.0000000Z,2019-08-08T21:00:00.0000000Z,2019-08-08T20:00:05.2370000Z,2019-08-08T20:45:25.1570000Z,89.05,88.89,88.39,89.13,746.26881243,69
2019-08-08T21:00:00.0000000Z,2019-08-08T22:00:00.0000000Z,2019-08-08T21:00:31.1830000Z,2019-08-08T21:43:48.3450000Z,88.54,89.97,88.54,90.56,175.19558495,36
2019-08-08T22:00:00.0000000Z,2019-08-08T23:00:00.0000000Z,2019-08-08T22:00:48.2540000Z,2019-08-08T22:56:12.4090000Z,90.27,89.82,89.57,90.32,453.359319,36
2019-08-08T23:00:00.0000000Z,2019-08-09T00:00:00.0000000Z,2019-08-08T23:00:43.2750000Z,2019-08-08T23:59:52.5270000Z,90.0,89.99,89.82,90.39,562.76849867,42
2019-08-09T00:00:00.0000000Z,2019-08-09T01:00:00.0000000Z,2019-08-09T00:02:26.6460000Z,2019-08-09T00:46:29.6960000Z,90.22,89.89,89.89,90.22,192.80268039,18
2019-08-09T01:00:00.0000000Z,2019-08-09T02:00:00.0000000Z,2019-08-09T01:02:53.3690000Z,2019-08-09T01:59:49.0630000Z,89.69,89.23,89.23,89.77,637.46058308,27
2019-08-09T02:00:00.0000000Z,2019-08-09T03:00:00.0000000Z,2019-08-09T02:05:48.4060000Z,2019-08-09T02:56:16.2500000Z,89.14,89.38,88.98,89.38,233.04479409,28
2019-08-09T03:00:00.0000000Z,2019-08-09T04:00:00.0000000Z,2019-08-09T03:05:10.3660000Z,2019-08-09T03:56:41.0830000Z,89.29,88.98,88.98,89.29,11.07534803,5
2019-08-09T04:00:00.0000000Z,2019-08-09T05:00:00.0000000Z,2019-08-09T04:06:31.9480000Z,2019-08-09T04:56:38.9800000Z,89.24,89.13,89.0,89.39,204.19773363,17
2019-08-09T05:00:00.0000000Z,2019-08-09T06:00:00.0000000Z,2019-08-09T05:00:39.1520000Z,2019-08-09T05:59:01.2940000Z,88.93,88.92,88.58,89.02,577.43651501,43
2019-08-09T06:00:00.0000000Z,2019-08-09T07:00:00.0000000Z,2019-08-09T06:08:48.2480000Z,2019-08-09T06:40:46.3370000Z,88.85,88.74,88.58,88.85,87.82025428,16
2019-08-09T07:00:00.0000000Z,2019-08-09T08:00:00.0000000Z,2019-08-09T07:01:08.3180000Z,2019-08-09T07:58:35.4430000Z,88.82,88.25,88.25,88.82,926.62247008,34
2019-08-09T08:00:00.0000000Z,2019-08-09T09:00:00.0000000Z,2019-08-09T08:01:48.2640000Z,2019-08-09T08:59:46.6370000Z,88.38,88.24,88.2,89.12,1971.51348912,67
2019-08-09T09:00:00.0000000Z,2019-08-09T10:00:00.0000000Z,2019-08-09T09:01:46.2150000Z,2019-08-09T09:59:48.2650000Z,88.31,86.12,86.04,88.31,7195.72080284,283
2019-08-09T10:00:00.0000000Z,2019-08-09T11:00:00.0000000Z,2019-08-09T10:00:38.1800000Z,2019-08-09T10:59:49.5390000Z,86.0,84.8,84.05,86.48,7475.45028842,269
2019-08-09T11:00:00.0000000Z,2019-08-09T12:00:00.0000000Z,2019-08-09T11:02:58.7580000Z,2019-08-09T11:58:24.7770000Z,85.16,85.27,84.64,86.0,1599.24629009,87
2019-08-09T12:00:00.0000000Z,2019-08-09T13:00:00.0000000Z,2019-08-09T12:00:05.6170000Z,2019-08-09T12:57:48.0550000Z,85.1,85.44,84.94,85.89,1271.54144089,69
2019-08-09T13:00:00.0000000Z,2019-08-09T14:00:00.0000000Z,2019-08-09T13:00:06.5400000Z,2019-08-09T13:59:34.4850000Z,85.38,86.07,85.38,86.58,2069.7168513,91
2019-08-09T14:00:00.0000000Z,2019-08-09T15:00:00.0000000Z,2019-08-09T14:01:48.2750000Z,2019-08-09T14:58:57.0370000Z,86.24,85.44,85.13,86.25,1300.69495331,96
2019-08-09T15:00:00.0000000Z,2019-08-09T16:00:00.0000000Z,2019-08-09T15:00:06.0050000Z,2019-08-09T15:58:58.8570000Z,85.24,84.88,84.62,85.26,6948.64085401,114
2019-08-09T16:00:00.0000000Z,2019-08-09T17:00:00.0000000Z,2019-08-09T16:00:27.1160000Z,2019-08-09T16:58:59.7970000Z,84.86,84.69,84.26,85.41,5507.33503455,188
2019-08-09T17:00:00.0000000Z,2019-08-09T18:00:00.0000000Z,2019-08-09T17:00:25.9540000Z,2019-08-09T17:59:57.4570000Z,84.45,83.64,82.4,84.45,5753.03725622,326
2019-08-09T18:00:00.0000000Z,2019-08-09T19:00:00.0000000Z,2019-08-09T18:03:37.7910000Z,2019-08-09T18:58:27.4210000Z,84.04,83.33,82.83,84.18,3022.98191541,178
2019-08-09T19:00:00.0000000Z,2019-08-09T20:00:00.0000000Z,2019-08-09T19:00:36.4190000Z,2019-08-09T19:59:41.4860000Z,83.32,83.95,83.22,84.28,2335.29199985,113
2019-08-09T20:00:00.0000000Z,2019-08-09T21:00:00.0000000Z,2019-08-09T20:00:04.6410000Z,2019-08-09T20:53:45.5640000Z,84.16,84.34,84.06,85.39,1531.75330845,97
2019-08-09T21:00:00.0000000Z,2019-08-09T22:00:00.0000000Z,2019-08-09T21:04:48.3730000Z,2019-08-09T21:59:50.2040000Z,84.74,84.67,84.25,85.11,1294.42561123,58
2019-08-09T22:00:00.0000000Z,2019-08-09T23:00:00.0000000Z,2019-08-09T22:00:04.0550000Z,2019-08-09T22:58:40.6380000Z,84.96,83.8,83.5,85.03,1868.93461887,102
2019-08-09T23:00:00.0000000Z,2019-08-10T00:00:00.0000000Z,2019-08-09T23:00:48.2910000Z,2019-08-09T23:59:16.0530000Z,83.96,84.24,83.74,84.51,255.13657906,36
2019-08-10T00:00:00.0000000Z,2019-08-10T01:00:00.0000000Z,2019-08-10T00:00:12.4400000Z,2019-08-10T00:56:13.4250000Z,84.3,86.13,84.3,87.14,5627.61558573,339
2019-08-10T01:00:00.0000000Z,2019-08-10T02:00:00.0000000Z,2019-08-10T01:01:03.1830000Z,2019-08-10T01:57:19.8460000Z,86.26,85.85,85.11,86.26,1324.29264072,71
2019-08-10T02:00:00.0000000Z,2019-08-10T03:00:00.0000000Z,2019-08-10T02:00:07.7030000Z,2019-08-10T02:58:44.4540000Z,85.76,85.37,85.07,85.76,2879.00687455,120
2019-08-10T03:00:00.0000000Z,2019-08-10T04:00:00.0000000Z,2019-08-10T03:01:08.2400000Z,2019-08-10T03:58:20.8240000Z,85.27,86.23,85.27,86.44,1056.529665,68
2019-08-10T04:00:00.0000000Z,2019-08-10T05:00:00.0000000Z,2019-08-10T04:07:13.0600000Z,2019-08-10T04:59:34.7990000Z,86.04,86.14,86.03,86.41,667.03622811,34
2019-08-10T05:00:00.0000000Z,2019-08-10T06:00:00.0000000Z,2019-08-10T05:03:23.9500000Z,2019-08-10T05:55:42.6910000Z,86.08,85.92,85.88,86.26,1174.02617085,41
2019-08-10T06:00:00.0000000Z,2019-08-10T07:00:00.0000000Z,2019-08-10T06:06:00.5860000Z,2019-08-10T06:59:55.0510000Z,86.25,85.78,85.78,86.3,299.89990929,32
2019-08-10T07:00:00.0000000Z,2019-08-10T08:00:00.0000000Z,2019-08-10T07:02:46.5880000Z,2019-08-10T07:59:47.9630000Z,85.73,84.81,84.78,85.81,382.19170916,37
2019-08-10T08:00:00.0000000Z,2019-08-10T09:00:00.0000000Z,2019-08-10T08:00:06.0590000Z,2019-08-10T08:57:36.9000000Z,84.88,85.17,84.88,85.87,514.75112925,77
2019-08-10T09:00:00.0000000Z,2019-08-10T10:00:00.0000000Z,2019-08-10T09:00:33.5180000Z,2019-08-10T09:59:04.2400000Z,85.18,85.69,85.11,85.69,309.80482032,21
2019-08-10T10:00:00.0000000Z,2019-08-10T11:00:00.0000000Z,2019-08-10T10:08:47.9830000Z,2019-08-10T10:59:48.4390000Z,85.3,85.32,85.07,85.47,151.35183132,18
2019-08-10T11:00:00.0000000Z,2019-08-10T12:00:00.0000000Z,2019-08-10T11:00:43.8690000Z,2019-08-10T11:57:48.5520000Z,85.12,82.96,80.7,85.3,9803.5186075,560
2019-08-10T12:00:00.0000000Z,2019-08-10T13:00:00.0000000Z,2019-08-10T12:00:48.2400000Z,2019-08-10T12:56:03.5180000Z,82.91,83.65,82.57,83.65,677.97340764,70
2019-08-10T13:00:00.0000000Z,2019-08-10T14:00:00.0000000Z,2019-08-10T13:01:47.9630000Z,2019-08-10T13:57:07.8070000Z,83.45,83.66,83.26,83.83,374.19401715,43
2019-08-10T14:00:00.0000000Z,2019-08-10T15:00:00.0000000Z,2019-08-10T14:00:48.2530000Z,2019-08-10T14:59:51.4770000Z,83.56,82.95,82.69,83.56,1456.37257907,64
2019-08-10T15:00:00.0000000Z,2019-08-10T16:00:00.0000000Z,2019-08-10T15:00:09.5090000Z,2019-08-10T15:58:49.6590000Z,82.99,83.22,82.65,83.25,439.98830243,52
2019-08-10T16:00:00.0000000Z,2019-08-10T17:00:00.0000000Z,2019-08-10T16:01:48.3180000Z,2019-08-10T16:57:33.7720000Z,83.19,83.8,83.1,84.32,1033.56128491,96
2019-08-10T17:00:00.0000000Z,2019-08-10T18:00:00.0000000Z,2019-08-10T17:00:25.7350000Z,2019-08-10T17:58:23.6360000Z,83.83,86.96,83.4,87.23,10165.58056196,357
2019-08-10T18:00:00.0000000Z,2019-08-10T19:00:00.0000000Z,2019-08-10T18:00:35.7490000Z,2019-08-10T18:55:43.0070000Z,86.57,85.93,85.66,86.68,2083.52124074,129
2019-08-10T19:00:00.0000000Z,2019-08-10T20:00:00.0000000Z,2019-08-10T19:01:00.4530000Z,2019-08-10T19:58:31.9950000Z,85.61,86.03,85.5,87.15,1580.67233204,110
2019-08-10T20:00:00.0000000Z,2019-08-10T21:00:00.0000000Z,2019-08-10T20:00:01.7180000Z,2019-08-10T20:59:48.3580000Z,86.33,86.58,86.26,86.88,164.37294008,30
2019-08-10T21:00:00.0000000Z,2019-08-10T22:00:00.0000000Z,2019-08-10T21:01:48.2890000Z,2019-08-10T21:58:08.0220000Z,86.58,85.22,85.22,86.6,496.02553153,42
2019-08-10T22:00:00.0000000Z,2019-08-10T23:00:00.0000000Z,2019-08-10T22:06:27.8650000Z,2019-08-10T22:58:58.5110000Z,85.2,85.66,84.73,85.73,892.72932313,77
2019-08-10T23:00:00.0000000Z,2019-08-11T00:00:00.0000000Z,2019-08-10T23:05:42.4020000Z,2019-08-10T23:51:10.2090000Z,85.48,85.15,85.15,85.71,181.99128923,10
2019-08-11T00:00:00.0000000Z,2019-08-11T01:00:00.0000000Z,2019-08-11T00:00:31.1390000Z,2019-08-11T00:58:44.9920000Z,85.15,86.09,85.13,87.42,1753.25441344,147
2019-08-11T01:00:00.0000000Z,2019-08-11T02:00:00.0000000Z,2019-08-11T01:00:09.7400000Z,2019-08-11T01:48:49.1240000Z,86.22,85.9,85.9,86.65,285.04178005,24
2019-08-11T02:00:00.0000000Z,2019-08-11T03:00:00.0000000Z,2019-08-11T02:21:58.8360000Z,2019-08-11T02:57:33.4640000Z,86.24,86.07,85.9,86.24,77.63651546,11
2019-08-11T03:00:00.0000000Z,2019-08-11T04:00:00.0000000Z,2019-08-11T03:07:07.5290000Z,2019-08-11T03:51:26.5080000Z,86.17,86.52,86.05,86.71,112.29696964,11
2019-08-11T04:00:00.0000000Z,2019-08-11T05:00:00.0000000Z,2019-08-11T04:03:16.3730000Z,2019-08-11T04:59:00.8820000Z,86.48,86.26,86.24,86.48,160.56779447,15
2019-08-11T05:00:00.0000000Z,2019-08-11T06:00:00.0000000Z,2019-08-11T05:01:54.7330000Z,2019-08-11T05:59:22.9590000Z,86.47,86.22,86.06,86.49,286.39304271,24
2019-08-11T06:00:00.0000000Z,2019-08-11T07:00:00.0000000Z,2019-08-11T06:20:11.8100000Z,2019-08-11T06:48:48.2750000Z,86.41,86.44,86.28,86.53,299.37581022,17
2019-08-11T07:00:00.0000000Z,2019-08-11T08:00:00.0000000Z,2019-08-11T07:07:19.3790000Z,2019-08-11T07:52:16.4440000Z,86.5,86.55,86.36,86.7,382.68262595,22
2019-08-11T08:00:00.0000000Z,2019-08-11T09:00:00.0000000Z,2019-08-11T08:08:09.0930000Z,2019-08-11T08:58:09.3420000Z,86.68,86.46,86.22,86.68,480.02202668,34
2019-08-11T09:00:00.0000000Z,2019-08-11T10:00:00.0000000Z,2019-08-11T09:03:26.3910000Z,2019-08-11T09:57:07.1070000Z,86.19,87.61,85.11,88.31,5560.48618227,212
2019-08-11T10:00:00.0000000Z,2019-08-11T11:00:00.0000000Z,2019-08-11T10:00:19.8270000Z,2019-08-11T10:56:42.9710000Z,87.66,87.38,87.12,88.18,388.43660211,40
2019-08-11T11:00:00.0000000Z,2019-08-11T12:00:00.0000000Z,2019-08-11T11:04:29.8290000Z,2019-08-11T11:57:54.7220000Z,87.54,87.5,87.05,87.54,120.83486588,13
2019-08-11T12:00:00.0000000Z,2019-08-11T13:00:00.0000000Z,2019-08-11T12:05:07.6170000Z,2019-08-11T12:57:59.0520000Z,87.5,87.99,87.23,88.42,805.07032152,57
2019-08-11T13:00:00.0000000Z,2019-08-11T14:00:00.0000000Z,2019-08-11T13:04:08.1610000Z,2019-08-11T13:58:19.0220000Z,88.19,87.56,87.56,88.52,919.09833975,54
2019-08-11T14:00:00.0000000Z,2019-08-11T15:00:00.0000000Z,2019-08-11T14:01:48.3710000Z,2019-08-11T14:58:48.5230000Z,87.5,87.94,87.31,87.94,549.33851298,41
2019-08-11T15:00:00.0000000Z,2019-08-11T16:00:00.0000000Z,2019-08-11T15:01:10.5690000Z,2019-08-11T15:59:51.9680000Z,87.79,88.29,87.65,88.29,570.17726965,53
2019-08-11T16:00:00.0000000Z,2019-08-11T17:00:00.0000000Z,2019-08-11T16:00:48.2530000Z,2019-08-11T16:57:23.1220000Z,88.39,90.21,88.39,90.87,6484.13942784,342
2019-08-11T17:00:00.0000000Z,2019-08-11T18:00:00.0000000Z,2019-08-11T17:01:48.2610000Z,2019-08-11T17:59:49.3070000Z,90.28,90.83,89.75,91.35,1797.85374451,136
2019-08-11T18:00:00.0000000Z,2019-08-11T19:00:00.0000000Z,2019-08-11T18:00:04.6290000Z,2019-08-11T18:59:54.5410000Z,90.64,90.36,90.3,91.33,1435.082363,107
2019-08-11T19:00:00.0000000Z,2019-08-11T20:00:00.0000000Z,2019-08-11T19:00:00.0900000Z,2019-08-11T19:55:23.2730000Z,90.22,90.56,90.05,90.56,561.85979496,39
2019-08-11T20:00:00.0000000Z,2019-08-11T21:00:00.0000000Z,2019-08-11T20:01:50.5040000Z,2019-08-11T20:56:48.0520000Z,90.8,90.38,90.32,90.89,790.2607898,78
2019-08-11T21:00:00.0000000Z,2019-08-11T22:00:00.0000000Z,2019-08-11T21:00:09.2250000Z,2019-08-11T21:58:48.0680000Z,90.64,89.45,89.45,90.64,564.6466638,61
2019-08-11T22:00:00.0000000Z,2019-08-11T23:00:00.0000000Z,2019-08-11T22:02:30.1130000Z,2019-08-11T22:57:56.8780000Z,90.05,89.95,89.68,90.22,1301.645742,53
2019-08-11T23:00:00.0000000Z,2019-08-12T00:00:00.0000000Z,2019-08-11T23:03:32.8350000Z,2019-08-11T23:59:53.1180000Z,90.1,89.85,89.31,90.2,1383.45260001,57
2019-08-12T00:00:00.0000000Z,2019-08-12T01:00:00.0000000Z,2019-08-12T00:00:31.1230000Z,2019-08-12T00:58:40.4870000Z,89.95,89.02,88.87,89.95,500.55026694,58
2019-08-12T01:00:00.0000000Z,2019-08-12T02:00:00.0000000Z,2019-08-12T01:04:43.8440000Z,2019-08-12T01:59:43.4500000Z,89.19,88.72,87.59,89.19,3275.93956767,100
2019-08-12T02:00:00.0000000Z,2019-08-12T03:00:00.0000000Z,2019-08-12T02:06:54.4370000Z,2019-08-12T02:59:54.8070000Z,88.22,88.2,88.15,88.71,214.54317462,23
2019-08-12T03:00:00.0000000Z,2019-08-12T04:00:00.0000000Z,2019-08-12T03:00:48.3230000Z,2019-08-12T03:31:50.1610000Z,88.2,88.28,88.09,88.57,53.19871144,10
2019-08-12T04:00:00.0000000Z,2019-08-12T05:00:00.0000000Z,2019-08-12T04:04:13.1720000Z,2019-08-12T04:58:28.9830000Z,88.44,88.38,88.38,88.73,848.0799638,20
2019-08-12T05:00:00.0000000Z,2019-08-12T06:00:00.0000000Z,2019-08-12T05:05:46.5010000Z,2019-08-12T05:59:53.5820000Z,88.35,87.16,86.56,88.4,4915.02843259,139
2019-08-12T06:00:00.0000000Z,2019-08-12T07:00:00.0000000Z,2019-08-12T06:01:09.4000000Z,2019-08-12T06:57:28.1390000Z,87.26,87.17,86.96,87.53,566.587229,48
2019-08-12T07:00:00.0000000Z,2019-08-12T08:00:00.0000000Z,2019-08-12T07:01:47.9860000Z,2019-08-12T07:57:01.1640000Z,86.99,87.11,86.06,87.29,594.00945772,51
2019-08-12T08:00:00.0000000Z,2019-08-12T09:00:00.0000000Z,2019-08-12T08:07:48.2850000Z,2019-08-12T08:58:28.1800000Z,86.96,86.4,86.26,86.96,304.21489282,28
2019-08-12T09:00:00.0000000Z,2019-08-12T10:00:00.0000000Z,2019-08-12T09:03:37.4840000Z,2019-08-12T09:52:25.3440000Z,86.39,86.83,85.84,87.04,449.42590275,45
2019-08-12T10:00:00.0000000Z,2019-08-12T11:00:00.0000000Z,2019-08-12T10:01:08.1830000Z,2019-08-12T10:58:49.0640000Z,86.5,86.85,86.48,87.23,426.95883972,30
2019-08-12T11:00:00.0000000Z,2019-08-12T12:00:00.0000000Z,2019-08-12T11:02:52.8630000Z,2019-08-12T11:54:54.4750000Z,86.84,86.17,85.76,87.03,347.16487263,34
2019-08-12T12:00:00.0000000Z,2019-08-12T13:00:00.0000000Z,2019-08-12T12:00:40.5150000Z,2019-08-12T12:57:56.6290000Z,85.9,86.96,85.43,87.29,2199.9413115,112
2019-08-12T13:00:00.0000000Z,2019-08-12T14:00:00.0000000Z,2019-08-12T13:16:05.3700000Z,2019-08-12T13:59:25.7850000Z,86.86,87.15,86.86,87.55,126.99630711,17
2019-08-12T14:00:00.0000000Z,2019-08-12T15:00:00.0000000Z,2019-08-12T14:02:56.3040000Z,2019-08-12T14:59:38.8710000Z,87.28,86.64,86.59,87.28,615.09873107,43
2019-08-12T15:00:00.0000000Z,2019-08-12T16:00:00.0000000Z,2019-08-12T15:03:25.0660000Z,2019-08-12T15:54:51.6040000Z,86.5,86.52,86.36,86.9,285.17057886,42
2019-08-12T16:00:00.0000000Z,2019-08-12T17:00:00.0000000Z,2019-08-12T16:02:18.2600000Z,2019-08-12T16:59:51.0860000Z,86.53,85.7,85.5,87.0,521.84854287,52
2019-08-12T17:00:00.0000000Z,2019-08-12T18:00:00.0000000Z,2019-08-12T17:01:48.2850000Z,2019-08-12T17:59:50.4600000Z,85.91,85.65,85.33,86.07,2736.76866956,85
