Period Start,Period end,Time open,Time close,Price open,Price close,Price low,Price high,Volume traded,Trades count
2019-08-12T15:00:00.0000000Z,2019-08-12T16:00:00.0000000Z,2019-08-12T15:00:01.6800000Z,2019-08-12T15:59:16.3990000Z,11360.01,11373.38,11319.13,11385.45,130.7874921,424
2019-08-12T16:00:00.0000000Z,2019-08-12T17:00:00.0000000Z,2019-08-12T16:00:59.9930000Z,2019-08-12T16:59:59.6190000Z,11375.56,11385.14,11354.11,11422.0,374.10045322,535
2019-08-12T17:00:00.0000000Z,2019-08-12T18:00:00.0000000Z,2019-08-12T17:00:01.6690000Z,2019-08-12T17:58:53.6700000Z,11387.9,11407.35,11367.83,11422.84,220.62721996,448
2019-08-12T18:00:00.0000000Z,2019-08-12T19:00:00.0000000Z,2019-08-12T18:00:02.6340000Z,2019-08-12T18:59:02.2180000Z,11398.34,11396.39,11365.01,11410.61,87.42391243,363
2019-08-12T19:00:00.0000000Z,2019-08-12T20:00:00.0000000Z,2019-08-12T19:00:14.7730000Z,2019-08-12T19:59:47.5220000Z,11397.18,11431.0,11382.66,11435.95,129.92329386,445
2019-08-12T20:00:00.0000000Z,2019-08-12T21:00:00.0000000Z,2019-08-12T20:00:05.1230000Z,2019-08-12T20:59:48.3630000Z,11431.53,11419.97,11408.87,11454.06,102.45385199,481
2019-08-12T21:00:00.0000000Z,2019-08-12T22:00:00.0000000Z,2019-08-12T21:00:16.6150000Z,2019-08-12T21:59:35.1300000Z,11414.15,11389.52,11382.38,11433.72,39.37213151,368
2019-08-12T22:00:00.0000000Z,2019-08-12T23:00:00.0000000Z,2019-08-12T22:00:08.9640000Z,2019-08-12T22:59:49.1720000Z,11384.76,11408.1,11361.83,11428.13,69.04828252,400
2019-08-12T23:00:00.0000000Z,2019-08-13T00:00:00.0000000Z,2019-08-12T23:00:00.3530000Z,2019-08-12T23:59:50.7660000Z,11396.45,11385.11,11366.57,11409.13,46.12282342,332
2019-08-13T00:00:00.0000000Z,2019-08-13T01:00:00.0000000Z,2019-08-13T00:00:08.2800000Z,2019-08-13T00:59:58.6490000Z,11380.61,11413.39,11345.48,11421.36,90.09333575,455
2019-08-13T01:00:00.0000000Z,2019-08-13T02:00:00.0000000Z,2019-08-13T01:00:06.9450000Z,2019-08-13T01:59:46.4450000Z,11409.35,11395.12,11386.55,11446.94,83.77805073,394
2019-08-13T02:00:00.0000000Z,2019-08-13T03:00:00.0000000Z,2019-08-13T02:00:05.7770000Z,2019-08-13T02:59:26.1540000Z,11400.12,11380.0,11367.22,11428.98,52.91480526,318
2019-08-13T03:00:00.0000000Z,2019-08-13T04:00:00.0000000Z,2019-08-13T03:00:18.1520000Z,2019-08-13T03:59:48.9950000Z,11381.87,11382.39,11350.49,11391.47,84.88516501,386
